
Dec. 9, 2009  24.77  
Dec. 8, 2009  24.76  
Dec. 7, 2009  25.18  
Dec. 4, 2009  25.32  
Dec. 3, 2009  25.80  
Dec. 2, 2009  26.14  
Dec. 1, 2009  26.45  
Nov. 30, 2009  26.01  
Nov. 27, 2009  26.14  
Nov. 25, 2009  27.05  
Nov. 24, 2009  26.63  
Nov. 23, 2009  26.44  
Nov. 20, 2009  25.75  
Nov. 19, 2009  26.24  
Nov. 18, 2009  26.78  
Nov. 17, 2009  27.06  
Nov. 16, 2009  27.19  
Nov. 13, 2009  26.54  
Nov. 12, 2009  26.33  
Nov. 11, 2009  26.76  
Nov. 10, 2009  27.09  
Nov. 9, 2009  26.73  
Nov. 6, 2009  26.03  
Nov. 5, 2009  26.05  
Nov. 4, 2009  25.78  
Nov. 3, 2009  25.59  
Nov. 2, 2009  24.73  
Oct. 30, 2009  24.43  
Oct. 29, 2009  25.47  
Oct. 28, 2009  25.05  
Oct. 27, 2009  25.84  
Oct. 26, 2009  25.98  
Oct. 23, 2009  26.44  
Oct. 22, 2009  27.04  
Oct. 21, 2009  26.25  
Oct. 20, 2009  26.30  
Oct. 19, 2009  26.59  
Oct. 16, 2009  26.52  
Oct. 15, 2009  26.76  
Oct. 14, 2009  26.32  
Oct. 13, 2009  25.85  
Oct. 12, 2009  25.85  
Oct. 9, 2009  25.60  
Oct. 8, 2009  25.78  
Oct. 7, 2009  24.92  
Oct. 6, 2009  24.98  
Oct. 5, 2009  24.31  
Oct. 2, 2009  23.93  
Oct. 1, 2009  24.26  
Sept. 30, 2009  25.24  
Sept. 29, 2009  16.26  
Sept. 28, 2009  16.43  
Sept. 25, 2009  15.99  
Sept. 24, 2009  15.47  
Sept. 23, 2009  15.85  
Sept. 22, 2009  16.26  
Sept. 21, 2009  16.01  
Sept. 18, 2009  16.02  
Sept. 17, 2009  16.33  
Sept. 16, 2009  16.43  
Sept. 15, 2009  16.20  
Sept. 14, 2009  15.99  
Sept. 11, 2009  15.98  
Sept. 10, 2009  15.94  
Sept. 9, 2009  15.75  
Sept. 8, 2009  15.59  
Sept. 4, 2009  15.10  
Sept. 3, 2009  14.95  
Sept. 2, 2009  14.91  
Sept. 1, 2009  15.00  
Aug. 31, 2009  15.18  
Aug. 28, 2009  15.47  
Aug. 27, 2009  15.48  
Aug. 26, 2009  15.40  
Aug. 25, 2009  15.35  
Aug. 24, 2009  15.61  
Aug. 21, 2009  15.53  
Aug. 20, 2009  15.00  
Aug. 19, 2009  14.85  
Aug. 18, 2009  14.43  
Aug. 17, 2009  14.19  
Aug. 14, 2009  14.60  
Aug. 13, 2009  14.74  
Aug. 12, 2009  14.50  
Aug. 11, 2009  14.27  
Aug. 10, 2009  14.54  
Aug. 7, 2009  14.55  
Aug. 6, 2009  14.51  
Aug. 5, 2009  14.69  
Aug. 4, 2009  14.94  
Aug. 3, 2009  15.03  
July 31, 2009  14.81  
July 30, 2009  14.66  
July 29, 2009  14.43  
July 28, 2009  14.88  
July 27, 2009  15.15  
July 24, 2009  15.04  
July 23, 2009  14.94  
July 22, 2009  14.53  
July 21, 2009  14.58  
July 20, 2009  14.43  
July 17, 2009  14.07  
July 16, 2009  13.97  
July 15, 2009  13.86  
July 14, 2009  13.35  
July 13, 2009  13.03  
July 10, 2009  12.61  
July 9, 2009  12.67  
July 8, 2009  12.37  
July 7, 2009  12.43  
July 6, 2009  12.81  
July 2, 2009  13.14  
July 1, 2009  13.53  
June 30, 2009  13.66  
June 29, 2009  9.670  
June 26, 2009  9.402  
June 25, 2009  9.572  
June 24, 2009  9.376  
June 23, 2009  9.173  
June 22, 2009  8.974  
June 19, 2009  9.434  
June 18, 2009  9.424  
June 17, 2009  9.329  
June 16, 2009  9.411  
June 15, 2009  9.809  
June 12, 2009  10.09  
June 11, 2009  10.33  
June 10, 2009  10.13  
June 9, 2009  10.10  
June 8, 2009  9.992  
June 5, 2009  10.03  
June 4, 2009  10.03  
June 3, 2009  9.778  
June 2, 2009  10.14  
June 1, 2009  10.14  
May 29, 2009  9.813  
May 28, 2009  9.573  
May 27, 2009  9.187  
May 26, 2009  9.269  
May 22, 2009  9.070  
May 21, 2009  8.955  
May 20, 2009  9.214  
May 19, 2009  9.107  
May 18, 2009  9.060  
May 15, 2009  8.778  
May 14, 2009  8.980  
May 13, 2009  8.968  
May 12, 2009  9.237  
May 11, 2009  9.195  
May 8, 2009  9.552  
May 7, 2009  9.135  
May 6, 2009  9.443  
May 5, 2009  8.842  
May 4, 2009  8.905  
May 1, 2009  8.550  
April 30, 2009  8.231  
April 29, 2009  8.393  
April 28, 2009  8.009  
April 27, 2009  8.015  
April 24, 2009  8.170  
April 23, 2009  8.184  
April 22, 2009  8.124  
April 21, 2009  8.197  
April 20, 2009  8.171  
April 17, 2009  8.721  
April 16, 2009  8.624  
April 15, 2009  8.531  
April 14, 2009  8.459  
April 13, 2009  8.586  
April 9, 2009  8.559  
April 8, 2009  8.301  
April 7, 2009  8.149  
April 6, 2009  8.440  
April 3, 2009  8.831  
April 2, 2009  8.790  
April 1, 2009  8.383  
March 31, 2009  8.138  
March 30, 2009  6.472  
March 27, 2009  6.674  
March 26, 2009  6.769  
March 25, 2009  6.766  
March 24, 2009  6.786  
March 23, 2009  7.021  
March 20, 2009  6.534  
March 19, 2009  6.792  
March 18, 2009  6.545  
March 17, 2009  6.402  
March 16, 2009  6.171  
March 13, 2009  6.298  
March 12, 2009  6.502  
March 11, 2009  6.198  
March 10, 2009  6.168  
March 9, 2009  5.803  
March 6, 2009  5.82  
March 5, 2009  5.762  
March 4, 2009  6.082  
March 3, 2009  5.617  
March 2, 2009  5.628  
Feb. 27, 2009  5.973  
Feb. 26, 2009  6.046  
Feb. 25, 2009  5.773  
Feb. 24, 2009  5.812  
Feb. 23, 2009  5.477  
Feb. 20, 2009  5.765  
Feb. 19, 2009  5.909  
Feb. 18, 2009  5.935  
Feb. 17, 2009  6.030  
Feb. 13, 2009  6.516  
Feb. 12, 2009  6.430  
Feb. 11, 2009  6.424  
Feb. 10, 2009  6.384  
Feb. 9, 2009  6.749  
Feb. 6, 2009  6.537  
Feb. 5, 2009  6.466  
Feb. 4, 2009  6.418  
Feb. 3, 2009  6.366  
Feb. 2, 2009  6.236  
Jan. 30, 2009  6.282  
Jan. 29, 2009  6.543  
Jan. 28, 2009  6.838  
Jan. 27, 2009  6.533  
Jan. 26, 2009  6.543  
Jan. 23, 2009  6.396  
Jan. 22, 2009  6.237  
Jan. 21, 2009  6.424  
Jan. 20, 2009  5.859  
Jan. 16, 2009  6.164  
Jan. 15, 2009  6.164  
Jan. 14, 2009  6.188  
Jan. 13, 2009  6.484  
Jan. 12, 2009  6.261  
Jan. 9, 2009  6.483  
Jan. 8, 2009  6.794  
Jan. 7, 2009  6.692  
Jan. 6, 2009  7.098  
Jan. 5, 2009  7.110  
Jan. 2, 2009  7.158  
Dec. 31, 2008  6.908  
Dec. 30, 2008  5.882  
Dec. 29, 2008  5.673  
Dec. 26, 2008  5.450  
Dec. 24, 2008  5.329  
Dec. 23, 2008  5.411  
Dec. 22, 2008  5.474  
Dec. 19, 2008  5.692  
Dec. 18, 2008  5.528  
Dec. 17, 2008  5.784  
Dec. 16, 2008  5.782  
Dec. 15, 2008  5.513  
Dec. 12, 2008  5.548  
Dec. 11, 2008  5.821  
Dec. 10, 2008  5.766  
Dec. 9, 2008  5.191  
Dec. 8, 2008  5.152  
Dec. 5, 2008  4.649  
Dec. 4, 2008  4.423  
Dec. 3, 2008  4.827  
Dec. 2, 2008  4.764  
Dec. 1, 2008  4.619  
Nov. 28, 2008  5.450  
Nov. 26, 2008  5.564  
Nov. 25, 2008  5.136  
Nov. 24, 2008  5.088  
Nov. 21, 2008  4.732  
Nov. 20, 2008  4.099  
Nov. 19, 2008  4.642  
Nov. 18, 2008  4.895  
Nov. 17, 2008  4.732  
Nov. 14, 2008  4.851  
Nov. 13, 2008  5.046  
Nov. 12, 2008  4.536  
Nov. 11, 2008  5.074  
Nov. 10, 2008  5.334  
Nov. 7, 2008  5.280  
Nov. 6, 2008  5.185  
Nov. 5, 2008  5.429  
Nov. 4, 2008  5.846  
Nov. 3, 2008  5.352  
Oct. 31, 2008  5.590  
Oct. 30, 2008  5.509  
Oct. 29, 2008  5.121  
Oct. 28, 2008  5.003  
Oct. 27, 2008  4.236  
Oct. 24, 2008  4.599  
Oct. 23, 2008  4.891  
Oct. 22, 2008  4.519  
Oct. 21, 2008  4.986  
Oct. 20, 2008  5.388  
Oct. 17, 2008  4.680  
Oct. 16, 2008  4.664  
Oct. 15, 2008  4.312  
Oct. 14, 2008  5.290  
Oct. 13, 2008  5.161  
Oct. 10, 2008  4.419  
Oct. 9, 2008  4.832  
Oct. 8, 2008  5.491  
Oct. 7, 2008  5.423  
Oct. 6, 2008  5.920  
Oct. 3, 2008  6.193  
Oct. 2, 2008  6.231  
Oct. 1, 2008  6.786  
Sept. 30, 2008  7.091  
Sept. 29, 2008  7.485  
Sept. 26, 2008  8.905  
Sept. 25, 2008  8.968  
Sept. 24, 2008  8.827  
Sept. 23, 2008  8.885  
Sept. 22, 2008  9.355  
Sept. 19, 2008  9.27  
Sept. 18, 2008  8.170  
Sept. 17, 2008  7.952  
Sept. 16, 2008  8.039  
Sept. 15, 2008  7.791  
Sept. 12, 2008  8.344  
Sept. 11, 2008  8.045  
Sept. 10, 2008  8.045  
Sept. 9, 2008  7.620  
Sept. 8, 2008  8.283  
Sept. 5, 2008  8.437  
Sept. 4, 2008  8.474  
Sept. 3, 2008  8.693  
Sept. 2, 2008  8.675  
Aug. 29, 2008  9.139  
Aug. 28, 2008  9.278  
Aug. 27, 2008  9.693  
Aug. 26, 2008  9.502  
Aug. 25, 2008  9.309  
Aug. 22, 2008  9.417  
Aug. 21, 2008  9.651  
Aug. 20, 2008  9.351  
Aug. 19, 2008  8.951  
Aug. 18, 2008  8.708  
Aug. 15, 2008  8.718  
Aug. 14, 2008  8.915  
Aug. 13, 2008  8.997  
Aug. 12, 2008  8.692  
Aug. 11, 2008  8.739  
Aug. 8, 2008  8.762  
Aug. 7, 2008  8.794  
Aug. 6, 2008  8.937  
Aug. 5, 2008  8.707  
Aug. 4, 2008  8.548  
Aug. 1, 2008  9.133  
July 31, 2008  9.078  
July 30, 2008  9.292  
July 29, 2008  8.746  
July 28, 2008  8.761  
July 25, 2008  8.718  
July 24, 2008  8.446  
July 23, 2008  8.316  
July 22, 2008  8.867  
July 21, 2008  9.209  
July 18, 2008  8.935  
July 17, 2008  8.648  
July 16, 2008  8.867  
July 15, 2008  9.236  
July 14, 2008  9.68  
July 11, 2008  9.679  
July 10, 2008  9.627  
July 9, 2008  9.326  
July 8, 2008  9.504  
July 7, 2008  9.721  
July 3, 2008  10.05  
July 2, 2008  10.18  
July 1, 2008  10.53  
June 30, 2008  10.35  
June 27, 2008  11.74  
June 26, 2008  11.27  
June 25, 2008  11.26  
June 24, 2008  11.42  
June 23, 2008  11.62  
June 20, 2008  11.36  
June 19, 2008  11.53  
June 18, 2008  11.98  
June 17, 2008  12.09  
June 16, 2008  11.88  
June 13, 2008  11.68  
June 12, 2008  11.73  
June 11, 2008  12.21  
June 10, 2008  11.92  
June 9, 2008  12.41  
June 6, 2008  12.30  
June 5, 2008  12.16  
June 4, 2008  11.60  
June 3, 2008  11.90  
June 2, 2008  12.27  
May 30, 2008  12.20  
May 29, 2008  12.06  
May 28, 2008  12.35  
May 27, 2008  12.12  
May 23, 2008  12.38  
May 22, 2008  12.74  
May 21, 2008  12.80  
May 20, 2008  12.98  
May 19, 2008  12.67  
May 16, 2008  12.60  
May 15, 2008  12.05  
May 14, 2008  11.78  
May 13, 2008  11.96  
May 12, 2008  11.68  
May 9, 2008  11.66  
May 8, 2008  11.66  
May 7, 2008  11.51  
May 6, 2008  11.83  
May 5, 2008  11.39  
May 2, 2008  11.11  
May 1, 2008  10.75  
April 30, 2008  11.04  
April 29, 2008  11.05  
April 28, 2008  11.35  
April 25, 2008  11.53  
April 24, 2008  10.99  
April 23, 2008  11.21  
April 22, 2008  11.42  
April 21, 2008  11.25  
April 18, 2008  10.99  
April 17, 2008  10.99  
April 16, 2008  11.04  
April 15, 2008  10.54  
April 14, 2008  10.37  
April 11, 2008  10.25  
April 10, 2008  10.43  
April 9, 2008  10.46  
April 8, 2008  10.24  
April 7, 2008  10.16  
April 4, 2008  10.18  
April 3, 2008  10.02  
April 2, 2008  9.936  
April 1, 2008  9.935  
March 31, 2008  9.708  
March 28, 2008  10.91  
March 27, 2008  10.90  
March 26, 2008  11.01  
March 25, 2008  10.69  
March 24, 2008  10.54  
March 20, 2008  10.42  
March 19, 2008  10.30  
March 18, 2008  11.02  
March 17, 2008  10.53  
March 14, 2008  11.21  
March 13, 2008  11.52  
March 12, 2008  11.38  
March 11, 2008  11.71  
March 10, 2008  10.94  
March 7, 2008  11.07  
March 6, 2008  11.24  
March 5, 2008  11.69  
March 4, 2008  11.30  
March 3, 2008  11.65  
Feb. 29, 2008  11.52  
Feb. 28, 2008  11.98  
Feb. 27, 2008  11.72  
Feb. 26, 2008  11.63  
Feb. 25, 2008  11.32  
Feb. 22, 2008  10.96  
Feb. 21, 2008  10.89  
Feb. 20, 2008  11.34  
Feb. 19, 2008  11.18  
Feb. 15, 2008  10.68  
Feb. 14, 2008  10.68  
Feb. 13, 2008  10.45  
Feb. 12, 2008  10.16  
Feb. 11, 2008  10.21  
Feb. 8, 2008  9.932  
Feb. 7, 2008  9.715  
Feb. 6, 2008  9.658  
Feb. 5, 2008  9.925  
Feb. 4, 2008  10.31  
Feb. 1, 2008  10.31  
Jan. 31, 2008  10.10  
Jan. 30, 2008  10.26  
Jan. 29, 2008  10.20  
Jan. 28, 2008  9.618  
Jan. 25, 2008  9.654  
Jan. 24, 2008  9.779  
Jan. 23, 2008  9.618  
Jan. 22, 2008  9.706  
Jan. 18, 2008  10.13  
Jan. 17, 2008  10.15  
Jan. 16, 2008  10.44  
Jan. 15, 2008  10.72  
Jan. 14, 2008  11.22  
Jan. 11, 2008  10.83  
Jan. 10, 2008  10.87  
Jan. 9, 2008  11.31  
Jan. 8, 2008  11.10  
Jan. 7, 2008  11.38  
Jan. 4, 2008  11.58  
Jan. 3, 2008  11.99  
Jan. 2, 2008  11.67  
Dec. 31, 2007  11.47  
Dec. 28, 2007  12.96  
Dec. 27, 2007  12.95  
Dec. 26, 2007  12.95  
Dec. 24, 2007  12.74  
Dec. 21, 2007  12.58  
Dec. 20, 2007  12.06  
Dec. 19, 2007  11.94  
Dec. 18, 2007  11.68  
Dec. 17, 2007  11.43  
Dec. 14, 2007  11.78  
Dec. 13, 2007  12.15  
Dec. 12, 2007  12.03  
Dec. 11, 2007  11.60  
Dec. 10, 2007  11.95  
Dec. 7, 2007  12.00  
Dec. 6, 2007  12.04  
Dec. 5, 2007  11.67  
Dec. 4, 2007  11.51  
Dec. 3, 2007  11.71  
Nov. 30, 2007  11.58  
Nov. 29, 2007  11.61  
Nov. 28, 2007  11.58  
Nov. 27, 2007  11.37  
Nov. 26, 2007  11.50  
Nov. 23, 2007  11.97  
Nov. 21, 2007  11.66  
Nov. 20, 2007  11.83  
Nov. 19, 2007  11.29  
Nov. 16, 2007  11.37  
Nov. 15, 2007  10.95  
Nov. 14, 2007  11.33  
Nov. 13, 2007  11.32  
Nov. 12, 2007  11.16  
Nov. 9, 2007  11.75  
Nov. 8, 2007  11.94  
Nov. 7, 2007  11.76  
Nov. 6, 2007  12.23  
Nov. 5, 2007  11.74  
Nov. 2, 2007  11.41  
Nov. 1, 2007  11.08  
Oct. 31, 2007  11.46  
Oct. 30, 2007  11.09  
Oct. 29, 2007  11.66  
Oct. 26, 2007  11.74  
Oct. 25, 2007  11.46  
Oct. 24, 2007  11.26  
Oct. 23, 2007  11.08  
Oct. 22, 2007  10.82  
Oct. 19, 2007  11.07  
Oct. 18, 2007  11.64  
Oct. 17, 2007  11.58  
Oct. 16, 2007  11.72  
Oct. 15, 2007  11.47  
Oct. 12, 2007  11.49  
Oct. 11, 2007  11.25  
Oct. 10, 2007  11.15  
Oct. 9, 2007  11.10  
Oct. 8, 2007  10.82  
Oct. 5, 2007  11.02  
Oct. 4, 2007  10.93  
Oct. 3, 2007  10.64  
Oct. 2, 2007  10.83  
Oct. 1, 2007  10.98  
Sept. 28, 2007  11.06  
Sept. 27, 2007  11.16  
Sept. 26, 2007  11.02  
Sept. 25, 2007  10.86  
Sept. 24, 2007  10.99  
Sept. 21, 2007  11.11  
Sept. 20, 2007  11.02  
Sept. 19, 2007  11.09  
Sept. 18, 2007  11.00  
Sept. 17, 2007  10.53  
Sept. 14, 2007  10.54  
Sept. 13, 2007  10.71  
Sept. 12, 2007  10.50  
Sept. 11, 2007  10.33  
Sept. 10, 2007  10.12  
Sept. 7, 2007  10.18  
Sept. 6, 2007  10.20  
Sept. 5, 2007  10.07  
Sept. 4, 2007  10.01  
Aug. 31, 2007  9.780  
Aug. 30, 2007  9.727  
Aug. 29, 2007  9.703  
Aug. 28, 2007  9.434  
Aug. 27, 2007  9.724  
Aug. 24, 2007  9.787  
Aug. 23, 2007  9.499  
Aug. 22, 2007  9.480  
Aug. 21, 2007  9.413  
Aug. 20, 2007  9.496  
Aug. 17, 2007  9.373  
Aug. 16, 2007  9.161  
Aug. 15, 2007  9.348  
Aug. 14, 2007  9.530  
Aug. 13, 2007  9.592  
Aug. 10, 2007  9.599  
Aug. 9, 2007  9.420  
Aug. 8, 2007  9.724  
Aug. 7, 2007  9.549  
Aug. 6, 2007  9.366  
Aug. 3, 2007  9.534  
Aug. 2, 2007  9.829  
Aug. 1, 2007  9.870  
July 31, 2007  9.786  
July 30, 2007  9.905  
July 27, 2007  9.817  
July 26, 2007  10.04  
July 25, 2007  10.48  
July 24, 2007  10.21  
July 23, 2007  10.59  
July 20, 2007  10.71  
July 19, 2007  10.74  
July 18, 2007  10.68  
July 17, 2007  10.40  
July 16, 2007  10.62  
July 13, 2007  10.97  
July 12, 2007  10.65  
July 11, 2007  10.30  
July 10, 2007  10.32  
July 9, 2007  10.46  
July 6, 2007  10.31  
July 5, 2007  10.26  
July 3, 2007  10.14  
July 2, 2007  10.13  
June 29, 2007  11.40  
June 28, 2007  11.28  
June 27, 2007  11.19  
June 26, 2007  11.01  
June 25, 2007  11.37  
June 22, 2007  11.58  
June 21, 2007  11.53  
June 20, 2007  11.25  
June 19, 2007  11.64  
June 18, 2007  11.70  
June 15, 2007  11.68  
June 14, 2007  11.57  
June 13, 2007  11.37  
June 12, 2007  11.15  
June 11, 2007  11.23  
June 8, 2007  11.22  
June 7, 2007  11.16  
June 6, 2007  11.36  
June 5, 2007  11.49  
June 4, 2007  11.50  
June 1, 2007  11.10  
May 31, 2007  10.83  
May 30, 2007  10.85  
May 29, 2007  10.65  
May 25, 2007  10.83  
May 24, 2007  10.62  
May 23, 2007  10.76  
May 22, 2007  10.74  
May 21, 2007  10.79  
May 18, 2007  10.77  
May 17, 2007  10.63  
May 16, 2007  10.44  
May 15, 2007  10.31  
May 14, 2007  10.21  
May 11, 2007  10.23  
May 10, 2007  9.943  
May 9, 2007  10.09  
May 8, 2007  10.07  
May 7, 2007  10.14  
May 4, 2007  10.17  
May 3, 2007  10.21  
May 2, 2007  10.11  
May 1, 2007  9.998  
April 30, 2007  9.986  
April 27, 2007  10.08  
April 26, 2007  10.08  
April 25, 2007  10.28  
April 24, 2007  10.13  
April 23, 2007  10.13  
April 20, 2007  10.19  
April 19, 2007  9.898  
April 18, 2007  10.07  
April 17, 2007  10.04  
April 16, 2007  10.13  
April 13, 2007  10.10  
April 12, 2007  10.07  
April 11, 2007  9.821  
April 10, 2007  9.916  
April 9, 2007  9.786  
April 5, 2007  9.839  
April 4, 2007  9.799  
April 3, 2007  9.784  
April 2, 2007  9.713  
March 30, 2007  9.713  
March 29, 2007  9.908  
March 28, 2007  9.803  
March 27, 2007  9.648  
March 26, 2007  9.577  
March 23, 2007  9.510  
March 22, 2007  9.470  
March 21, 2007  9.283  
March 20, 2007  9.202  
March 19, 2007  9.124  
March 16, 2007  9.011  
March 15, 2007  9.033  
March 14, 2007  9.132  
March 13, 2007  8.966  
March 12, 2007  9.035  
March 9, 2007  9.126  
March 8, 2007  9.126  
March 7, 2007  9.132  
March 6, 2007  9.023  
March 5, 2007  8.893  
March 2, 2007  9.041  
March 1, 2007  9.161  
Feb. 28, 2007  9.084  
Feb. 27, 2007  9.118  
Feb. 26, 2007  9.443  
Feb. 23, 2007  9.504  
Feb. 22, 2007  9.455  
Feb. 21, 2007  9.409  
Feb. 20, 2007  9.287  
Feb. 16, 2007  9.36  
Feb. 15, 2007  9.380  
Feb. 14, 2007  9.474  
Feb. 13, 2007  9.179  
Feb. 12, 2007  9.059  
Feb. 9, 2007  9.163  
Feb. 8, 2007  9.303  
Feb. 7, 2007  9.185  
Feb. 6, 2007  9.189  
Feb. 5, 2007  9.191  
Feb. 2, 2007  9.315  
Feb. 1, 2007  9.218  
Jan. 31, 2007  9.132  
Jan. 30, 2007  9.031  
Jan. 29, 2007  8.897  
Jan. 26, 2007  8.990  
Jan. 25, 2007  8.942  
Jan. 24, 2007  9.10  
Jan. 23, 2007  8.881  
Jan. 22, 2007  8.629  
Jan. 19, 2007  8.814  
Jan. 18, 2007  8.590  
Jan. 17, 2007  8.669  
Jan. 16, 2007  8.582  
Jan. 12, 2007  8.746  
Jan. 11, 2007  8.486  
Jan. 10, 2007  8.495  
Jan. 9, 2007  8.600  
Jan. 8, 2007  8.929  
Jan. 5, 2007  8.952  
Jan. 4, 2007  9.013  
Jan. 3, 2007  9.202  
Dec. 29, 2006  9.016  
Dec. 28, 2006  9.088  
Dec. 27, 2006  9.134  
Dec. 26, 2006  8.987  
Dec. 22, 2006  9.072  
Dec. 21, 2006  9.170  
Dec. 20, 2006  9.218  
Dec. 19, 2006  9.253  
Dec. 18, 2006  9.177  
Dec. 15, 2006  9.587  
Dec. 14, 2006  9.587  
Dec. 13, 2006  9.247  
Dec. 12, 2006  9.122  
Dec. 11, 2006  9.085  
Dec. 8, 2006  9.142  
Dec. 7, 2006  9.118  
Dec. 6, 2006  9.254  
Dec. 5, 2006  9.340  
Dec. 4, 2006  9.218  
Dec. 1, 2006  9.308  
Nov. 30, 2006  9.295  
Nov. 29, 2006  9.234  
Nov. 28, 2006  8.894  
Nov. 27, 2006  8.835  
Nov. 24, 2006  8.852  
Nov. 22, 2006  8.848  
Nov. 21, 2006  8.961  
Nov. 20, 2006  8.704  
Nov. 17, 2006  8.769  
Nov. 16, 2006  8.717  
Nov. 15, 2006  8.987  
Nov. 14, 2006  8.90  
Nov. 13, 2006  8.893  
Nov. 10, 2006  8.983  
Nov. 9, 2006  9.059  
Nov. 8, 2006  9.044  
Nov. 7, 2006  8.795  
Nov. 6, 2006  8.961  
Nov. 3, 2006  8.726  
Nov. 2, 2006  8.621  
Nov. 1, 2006  8.546  
Oct. 31, 2006  8.667  
Oct. 30, 2006  8.555  
Oct. 27, 2006  8.804  
Oct. 26, 2006  8.865  
Oct. 25, 2006  9.035  
Oct. 24, 2006  8.793  
Oct. 23, 2006  8.566  
Oct. 20, 2006  8.682  
Oct. 19, 2006  8.839  
Oct. 18, 2006  8.555  
Oct. 17, 2006  8.564  
Oct. 16, 2006  8.830  
Oct. 13, 2006  8.618  
Oct. 12, 2006  8.340  
Oct. 11, 2006  8.246  
Oct. 10, 2006  8.412  
Oct. 9, 2006  8.326  
Oct. 6, 2006  8.418  
Oct. 5, 2006  8.431  
Oct. 4, 2006  8.263  
Oct. 3, 2006  8.306  
Oct. 2, 2006  8.717  
Sept. 29, 2006  7.750  
Sept. 28, 2006  7.663  
Sept. 27, 2006  7.676  
Sept. 26, 2006  7.514  
Sept. 25, 2006  7.324  
Sept. 22, 2006  7.286  
Sept. 21, 2006  7.329  
Sept. 20, 2006  7.149  
Sept. 19, 2006  7.262  
Sept. 18, 2006  7.386  
Sept. 15, 2006  7.096  
Sept. 14, 2006  7.165  
Sept. 13, 2006  7.394  
Sept. 12, 2006  7.345  
Sept. 11, 2006  7.389  
Sept. 8, 2006  7.537  
Sept. 7, 2006  7.705  
Sept. 6, 2006  7.696  
Sept. 5, 2006  8.226  
Sept. 1, 2006  8.292  
Aug. 31, 2006  8.214  
Aug. 30, 2006  8.341  
Aug. 29, 2006  8.463  
Aug. 28, 2006  8.478  
Aug. 25, 2006  8.603  
Aug. 24, 2006  8.507  
Aug. 23, 2006  8.454  
Aug. 22, 2006  8.586  
Aug. 21, 2006  8.516  
Aug. 18, 2006  8.444  
Aug. 17, 2006  8.281  
Aug. 16, 2006  8.278  
Aug. 15, 2006  8.361  
Aug. 14, 2006  8.247  
Aug. 11, 2006  8.471  
Aug. 10, 2006  8.512  
Aug. 9, 2006  8.565  
Aug. 8, 2006  8.491  
Aug. 7, 2006  8.641  
Aug. 4, 2006  8.476  
Aug. 3, 2006  8.613  
Aug. 2, 2006  8.673  
Aug. 1, 2006  8.681  
July 31, 2006  8.678  
July 28, 2006  8.586  
July 27, 2006  8.591  
July 26, 2006  8.583  
July 25, 2006  8.376  
July 24, 2006  8.323  
July 21, 2006  8.019  
July 20, 2006  8.014  
July 19, 2006  8.126  
July 18, 2006  8.066  
July 17, 2006  7.972  
July 14, 2006  8.307  
July 13, 2006  8.247  
July 12, 2006  8.309  
July 11, 2006  8.215  
July 10, 2006  8.289  
July 7, 2006  8.265  
July 6, 2006  8.359  
July 5, 2006  8.442  
July 3, 2006  8.424  
June 30, 2006  8.260  
June 29, 2006  7.159  
June 28, 2006  7.112  
June 27, 2006  6.926  
June 26, 2006  7.002  
June 23, 2006  6.771  
June 22, 2006  6.634  
June 21, 2006  6.571  
June 20, 2006  6.465  
June 19, 2006  6.504  
June 16, 2006  6.773  
June 15, 2006  6.809  
June 14, 2006  6.540  
June 13, 2006  6.449  
June 12, 2006  6.740  
June 9, 2006  6.787  
June 8, 2006  6.790  
June 7, 2006  6.632  
June 6, 2006  6.872  
June 5, 2006  6.820  
June 2, 2006  7.065  
June 1, 2006  6.993  
May 31, 2006  6.938  
May 30, 2006  6.741  
May 26, 2006  6.844  
May 25, 2006  6.853  
May 24, 2006  6.573  
May 23, 2006  6.559  
May 22, 2006  6.519  
May 19, 2006  6.586  
May 18, 2006  6.468  
May 17, 2006  6.502  
May 16, 2006  6.790  
May 15, 2006  6.942  
May 12, 2006  7.163  
May 11, 2006  7.439  
May 10, 2006  7.501  
May 9, 2006  7.395  
May 8, 2006  7.262  
May 5, 2006  7.315  
May 4, 2006  7.272  
May 3, 2006  7.381  
May 2, 2006  7.451  
May 1, 2006  7.302  
April 28, 2006  7.194  
April 27, 2006  7.096  
April 26, 2006  7.014  
April 25, 2006  7.318  
April 24, 2006  7.390  
April 21, 2006  7.493  
April 20, 2006  7.16  
April 19, 2006  7.175  
April 18, 2006  7.188  
April 17, 2006  7.089  
April 13, 2006  6.743  
April 12, 2006  6.746  
April 11, 2006  6.724  
April 10, 2006  6.757  
April 7, 2006  6.661  
April 6, 2006  6.792  
April 5, 2006  6.827  
April 4, 2006  6.694  
April 3, 2006  6.598  
March 31, 2006  6.487  
March 30, 2006  6.998  
March 29, 2006  7.099  
March 28, 2006  7.024  
March 27, 2006  6.984  
March 24, 2006  6.964  
March 23, 2006  6.987  
March 22, 2006  6.867  
March 21, 2006  6.832  
March 20, 2006  6.862  
March 17, 2006  7.059  
March 16, 2006  7.061  
March 15, 2006  7.020  
March 14, 2006  6.958  
March 13, 2006  6.849  
March 10, 2006  6.691  
March 9, 2006  6.681  
March 8, 2006  6.695  
March 7, 2006  6.759  
March 6, 2006  6.801  
March 3, 2006  7.053  
March 2, 2006  7.000  
March 1, 2006  6.878  
Feb. 28, 2006  6.796  
