
Sept. 25, 2013  16.41  
Sept. 24, 2013  16.39  
Sept. 23, 2013  16.14  
Sept. 20, 2013  16.17  
Sept. 19, 2013  16.27  
Sept. 18, 2013  16.31  
Sept. 17, 2013  16.07  
Sept. 16, 2013  15.84  
Sept. 13, 2013  15.81  
Sept. 12, 2013  16.08  
Sept. 11, 2013  16.04  
Sept. 10, 2013  15.84  
Sept. 9, 2013  15.85  
Sept. 6, 2013  15.72  
Sept. 5, 2013  15.85  
Sept. 4, 2013  15.86  
Sept. 3, 2013  15.63  
Aug. 30, 2013  15.58  
Aug. 29, 2013  15.58  
Aug. 28, 2013  15.58  
Aug. 27, 2013  15.43  
Aug. 26, 2013  15.53  
Aug. 23, 2013  15.58  
Aug. 22, 2013  15.21  
Aug. 21, 2013  15.08  
Aug. 20, 2013  15.18  
Aug. 19, 2013  15.21  
Aug. 16, 2013  15.28  
Aug. 15, 2013  15.37  
Aug. 14, 2013  15.49  
Aug. 13, 2013  15.52  
Aug. 12, 2013  15.60  
Aug. 9, 2013  15.60  
Aug. 8, 2013  15.63  
Aug. 7, 2013  15.52  
Aug. 6, 2013  15.58  
Aug. 5, 2013  15.57  
Aug. 2, 2013  15.71  
Aug. 1, 2013  15.87  
July 31, 2013  15.73  
July 30, 2013  15.60  
July 29, 2013  15.98  
July 26, 2013  16.03  
July 25, 2013  16.08  
July 24, 2013  16.08  
July 23, 2013  16.26  
July 22, 2013  16.25  
July 19, 2013  16.27  
July 18, 2013  16.12  
July 17, 2013  15.89  
July 16, 2013  15.84  
July 15, 2013  15.99  
July 12, 2013  15.94  
July 11, 2013  15.97  
July 10, 2013  15.77  
July 9, 2013  15.89  
July 8, 2013  16.05  
July 5, 2013  16.05  
July 3, 2013  15.86  
July 2, 2013  16.00  
July 1, 2013  15.90  
June 28, 2013  15.76  
June 27, 2013  15.95  
June 26, 2013  15.77  
June 25, 2013  15.66  
June 24, 2013  15.66  
June 21, 2013  15.88  
June 20, 2013  15.71  
June 19, 2013  16.21  
June 18, 2013  16.33  
June 17, 2013  16.36  
June 14, 2013  16.23  
June 13, 2013  16.44  
June 12, 2013  16.07  
June 11, 2013  16.12  
June 10, 2013  16.30  
June 7, 2013  16.45  
June 6, 2013  16.35  
June 5, 2013  16.50  
June 4, 2013  16.65  
June 3, 2013  16.65  
May 31, 2013  16.26  
May 30, 2013  16.74  
May 29, 2013  16.70  
May 28, 2013  16.37  
May 24, 2013  16.04  
May 23, 2013  15.99  
May 22, 2013  16.09  
May 21, 2013  16.44  
May 20, 2013  16.55  
May 17, 2013  16.40  
May 16, 2013  16.08  
May 15, 2013  16.06  
May 14, 2013  16.08  
May 13, 2013  15.99  
May 10, 2013  15.75  
May 9, 2013  15.58  
May 8, 2013  15.77  
May 7, 2013  15.77  
May 6, 2013  15.79  
May 3, 2013  16.03  
May 2, 2013  15.56  
May 1, 2013  15.47  
April 30, 2013  15.77  
April 29, 2013  15.52  
April 26, 2013  15.31  
April 25, 2013  15.11  
April 24, 2013  14.90  
April 23, 2013  14.43  
April 22, 2013  14.23  
April 19, 2013  14.06  
April 18, 2013  14.12  
April 17, 2013  14.21  
April 16, 2013  14.42  
April 15, 2013  14.26  
April 12, 2013  14.73  
April 11, 2013  14.87  
April 10, 2013  14.37  
April 9, 2013  14.41  
April 8, 2013  14.33  
April 5, 2013  14.46  
April 4, 2013  14.45  
April 3, 2013  14.32  
April 2, 2013  14.25  
April 1, 2013  13.95  
March 28, 2013  13.26  
March 27, 2013  13.22  
March 26, 2013  13.20  
March 25, 2013  13.20  
March 22, 2013  13.31  
March 21, 2013  13.26  
March 20, 2013  13.30  
March 19, 2013  13.56  
March 18, 2013  13.96  
March 15, 2013  14.16  
March 14, 2013  14.28  
March 13, 2013  14.09  
March 12, 2013  14.14  
March 11, 2013  14.02  
March 8, 2013  13.94  
March 7, 2013  13.82  
March 6, 2013  13.85  
March 5, 2013  13.95  
March 4, 2013  13.81  
March 1, 2013  13.98  
Feb. 28, 2013  13.93  
Feb. 27, 2013  13.91  
Feb. 26, 2013  13.84  
Feb. 25, 2013  13.89  
Feb. 22, 2013  14.14  
Feb. 21, 2013  14.11  
Feb. 20, 2013  14.30  
Feb. 19, 2013  14.52  
Feb. 15, 2013  14.33  
Feb. 14, 2013  14.70  
Feb. 13, 2013  14.71  
Feb. 12, 2013  14.71  
Feb. 11, 2013  14.75  
Feb. 8, 2013  14.95  
Feb. 7, 2013  14.92  
Feb. 6, 2013  15.00  
Feb. 5, 2013  14.96  
Feb. 4, 2013  14.89  
Feb. 1, 2013  14.83  
Jan. 31, 2013  14.93  
Jan. 30, 2013  14.43  
Jan. 29, 2013  14.40  
Jan. 28, 2013  14.18  
Jan. 25, 2013  14.22  
Jan. 24, 2013  14.11  
Jan. 23, 2013  14.03  
Jan. 22, 2013  14.14  
Jan. 18, 2013  13.97  
Jan. 17, 2013  13.94  
Jan. 16, 2013  13.92  
Jan. 15, 2013  13.96  
Jan. 14, 2013  13.99  
Jan. 11, 2013  14.06  
Jan. 10, 2013  14.04  
Jan. 9, 2013  13.89  
Jan. 8, 2013  13.83  
Jan. 7, 2013  13.51  
Jan. 4, 2013  13.51  
Jan. 3, 2013  13.28  
Jan. 2, 2013  13.22  
Dec. 31, 2012  12.96  
Dec. 28, 2012  9.960  
Dec. 27, 2012  10.17  
Dec. 26, 2012  10.16  
Dec. 24, 2012  10.24  
Dec. 21, 2012  10.32  
Dec. 20, 2012  10.44  
Dec. 19, 2012  10.34  
Dec. 18, 2012  10.37  
Dec. 17, 2012  10.11  
Dec. 14, 2012  10.06  
Dec. 13, 2012  9.966  
Dec. 12, 2012  10.10  
Dec. 11, 2012  10.04  
Dec. 10, 2012  9.956  
Dec. 7, 2012  9.958  
Dec. 6, 2012  9.846  
Dec. 5, 2012  9.842  
Dec. 4, 2012  9.736  
Dec. 3, 2012  9.722  
Nov. 30, 2012  9.937  
Nov. 29, 2012  10.08  
Nov. 28, 2012  10.07  
Nov. 27, 2012  9.973  
Nov. 26, 2012  9.941  
Nov. 23, 2012  10.06  
Nov. 21, 2012  9.924  
Nov. 20, 2012  9.892  
Nov. 19, 2012  9.970  
Nov. 16, 2012  9.752  
Nov. 15, 2012  9.767  
Nov. 14, 2012  9.774  
Nov. 13, 2012  9.891  
Nov. 12, 2012  10.11  
Nov. 9, 2012  10.13  
Nov. 8, 2012  10.10  
Nov. 7, 2012  10.23  
Nov. 6, 2012  10.51  
Nov. 5, 2012  10.28  
Nov. 2, 2012  10.35  
Nov. 1, 2012  10.45  
Oct. 31, 2012  10.43  
Oct. 26, 2012  10.63  
Oct. 25, 2012  10.90  
Oct. 24, 2012  10.66  
Oct. 23, 2012  10.74  
Oct. 22, 2012  10.94  
Oct. 19, 2012  11.14  
Oct. 18, 2012  11.30  
Oct. 17, 2012  11.18  
Oct. 16, 2012  10.99  
Oct. 15, 2012  10.79  
Oct. 12, 2012  10.83  
Oct. 11, 2012  10.92  
Oct. 10, 2012  10.86  
Oct. 9, 2012  11.02  
Oct. 8, 2012  11.13  
Oct. 5, 2012  11.23  
Oct. 4, 2012  11.28  
Oct. 3, 2012  11.06  
Oct. 2, 2012  11.25  
Oct. 1, 2012  11.41  
Sept. 28, 2012  10.67  
Sept. 27, 2012  10.69  
Sept. 26, 2012  10.54  
Sept. 25, 2012  10.58  
Sept. 24, 2012  10.76  
Sept. 21, 2012  10.83  
Sept. 20, 2012  10.86  
Sept. 19, 2012  10.84  
Sept. 18, 2012  11.06  
Sept. 17, 2012  11.16  
Sept. 14, 2012  11.40  
Sept. 13, 2012  11.21  
Sept. 12, 2012  10.76  
Sept. 11, 2012  10.71  
Sept. 10, 2012  10.70  
Sept. 7, 2012  10.80  
Sept. 6, 2012  10.45  
Sept. 5, 2012  10.24  
Sept. 4, 2012  10.30  
Aug. 31, 2012  10.54  
Aug. 30, 2012  10.45  
Aug. 29, 2012  10.69  
Aug. 28, 2012  10.84  
Aug. 27, 2012  10.84  
Aug. 24, 2012  10.89  
Aug. 23, 2012  10.81  
Aug. 22, 2012  11.01  
Aug. 21, 2012  10.92  
Aug. 20, 2012  10.98  
Aug. 17, 2012  10.99  
Aug. 16, 2012  11.06  
Aug. 15, 2012  11.03  
Aug. 14, 2012  11.14  
Aug. 13, 2012  11.16  
Aug. 10, 2012  11.33  
Aug. 9, 2012  11.22  
Aug. 8, 2012  11.30  
Aug. 7, 2012  11.25  
Aug. 6, 2012  10.94  
Aug. 3, 2012  10.98  
Aug. 2, 2012  10.61  
Aug. 1, 2012  10.88  
July 31, 2012  10.79  
July 30, 2012  11.06  
July 27, 2012  10.98  
July 26, 2012  10.82  
July 25, 2012  10.35  
July 24, 2012  10.38  
July 23, 2012  10.53  
July 20, 2012  10.81  
July 19, 2012  10.80  
July 18, 2012  10.77  
July 17, 2012  10.73  
July 16, 2012  10.59  
July 13, 2012  10.58  
July 12, 2012  10.40  
July 11, 2012  10.48  
July 10, 2012  10.32  
July 9, 2012  10.56  
July 6, 2012  10.57  
July 5, 2012  10.72  
July 3, 2012  10.91  
July 2, 2012  10.65  
June 29, 2012  9.877  
June 28, 2012  9.321  
June 27, 2012  9.246  
June 26, 2012  9.101  
June 25, 2012  8.905  
June 22, 2012  9.154  
June 21, 2012  9.128  
June 20, 2012  9.720  
June 19, 2012  9.674  
June 18, 2012  9.651  
June 15, 2012  9.816  
June 14, 2012  9.613  
June 13, 2012  9.589  
June 12, 2012  9.625  
June 11, 2012  9.576  
June 8, 2012  9.794  
June 7, 2012  9.781  
June 6, 2012  9.739  
June 5, 2012  9.348  
June 4, 2012  9.231  
June 1, 2012  9.048  
May 31, 2012  9.128  
May 30, 2012  9.246  
May 29, 2012  9.545  
May 25, 2012  9.330  
May 24, 2012  9.371  
May 23, 2012  9.309  
May 22, 2012  9.309  
May 21, 2012  9.313  
May 18, 2012  9.172  
May 17, 2012  9.059  
May 16, 2012  9.124  
May 15, 2012  9.201  
May 14, 2012  9.404  
May 11, 2012  9.645  
May 10, 2012  9.790  
May 9, 2012  9.705  
May 8, 2012  10.01  
May 7, 2012  10.10  
May 4, 2012  10.12  
May 3, 2012  10.34  
May 2, 2012  10.64  
May 1, 2012  10.70  
April 30, 2012  10.50  
April 27, 2012  10.56  
April 26, 2012  10.58  
April 25, 2012  10.38  
April 24, 2012  10.16  
April 23, 2012  10.12  
April 20, 2012  10.20  
April 19, 2012  10.16  
April 18, 2012  10.13  
April 17, 2012  10.22  
April 16, 2012  10.05  
April 13, 2012  10.20  
April 12, 2012  10.49  
April 11, 2012  10.23  
April 10, 2012  10.32  
April 9, 2012  10.52  
April 5, 2012  10.74  
April 4, 2012  10.87  
April 3, 2012  11.11  
April 2, 2012  11.23  
March 30, 2012  10.99  
March 29, 2012  10.90  
March 28, 2012  10.95  
March 27, 2012  11.36  
March 26, 2012  11.45  
March 23, 2012  11.27  
March 22, 2012  11.05  
March 21, 2012  11.28  
March 20, 2012  11.31  
March 19, 2012  11.72  
March 16, 2012  11.61  
March 15, 2012  11.42  
March 14, 2012  11.42  
March 13, 2012  11.54  
March 12, 2012  11.36  
March 9, 2012  11.62  
March 8, 2012  11.64  
March 7, 2012  11.53  
March 6, 2012  11.66  
March 5, 2012  11.95  
March 2, 2012  12.05  
March 1, 2012  12.11  
Feb. 29, 2012  12.05  
Feb. 28, 2012  12.17  
Feb. 27, 2012  12.06  
Feb. 24, 2012  11.99  
Feb. 23, 2012  12.08  
Feb. 22, 2012  11.92  
Feb. 21, 2012  12.05  
Feb. 17, 2012  12.00  
Feb. 16, 2012  12.04  
Feb. 15, 2012  11.98  
Feb. 14, 2012  12.00  
Feb. 13, 2012  12.01  
Feb. 10, 2012  11.85  
Feb. 9, 2012  12.03  
Feb. 8, 2012  11.98  
Feb. 7, 2012  12.10  
Feb. 6, 2012  12.00  
Feb. 3, 2012  11.85  
Feb. 2, 2012  11.37  
Feb. 1, 2012  11.46  
Jan. 31, 2012  11.52  
Jan. 30, 2012  11.50  
Jan. 27, 2012  11.57  
Jan. 26, 2012  11.57  
Jan. 25, 2012  11.94  
Jan. 24, 2012  11.65  
Jan. 23, 2012  11.78  
Jan. 20, 2012  11.59  
Jan. 19, 2012  11.53  
Jan. 18, 2012  11.65  
Jan. 17, 2012  11.46  
Jan. 13, 2012  11.27  
Jan. 12, 2012  11.29  
Jan. 11, 2012  11.15  
Jan. 10, 2012  11.30  
Jan. 9, 2012  11.19  
Jan. 6, 2012  11.06  
Jan. 5, 2012  11.10  
Jan. 4, 2012  11.19  
Jan. 3, 2012  11.15  
Dec. 30, 2011  11.54  
Dec. 29, 2011  11.54  
Dec. 28, 2011  11.43  
Dec. 27, 2011  11.75  
Dec. 23, 2011  11.65  
Dec. 22, 2011  11.60  
Dec. 21, 2011  11.47  
Dec. 20, 2011  11.35  
Dec. 19, 2011  10.75  
Dec. 16, 2011  10.99  
Dec. 15, 2011  10.78  
Dec. 14, 2011  10.89  
Dec. 13, 2011  11.29  
Dec. 12, 2011  11.30  
Dec. 9, 2011  11.62  
Dec. 8, 2011  11.41  
Dec. 7, 2011  11.85  
Dec. 6, 2011  11.96  
Dec. 5, 2011  12.09  
Dec. 2, 2011  11.81  
Dec. 1, 2011  11.92  
Nov. 30, 2011  12.18  
Nov. 29, 2011  11.35  
Nov. 28, 2011  11.16  
Nov. 25, 2011  10.67  
Nov. 23, 2011  10.81  
Nov. 22, 2011  11.28  
Nov. 21, 2011  11.38  
Nov. 18, 2011  11.61  
Nov. 17, 2011  11.63  
Nov. 16, 2011  12.02  
Nov. 15, 2011  12.17  
Nov. 14, 2011  12.04  
Nov. 11, 2011  12.29  
Nov. 10, 2011  12.08  
Nov. 9, 2011  11.88  
Nov. 8, 2011  12.47  
Nov. 7, 2011  12.13  
Nov. 4, 2011  12.02  
Nov. 3, 2011  11.72  
Nov. 2, 2011  11.48  
Nov. 1, 2011  11.15  
Oct. 31, 2011  11.44  
Oct. 28, 2011  12.04  
Oct. 27, 2011  11.78  
Oct. 26, 2011  10.74  
Oct. 25, 2011  10.48  
Oct. 24, 2011  10.75  
Oct. 21, 2011  10.68  
Oct. 20, 2011  10.42  
Oct. 19, 2011  10.34  
Oct. 18, 2011  10.46  
Oct. 17, 2011  10.18  
Oct. 14, 2011  10.52  
Oct. 13, 2011  10.04  
Oct. 12, 2011  9.975  
Oct. 11, 2011  9.961  
Oct. 10, 2011  10.06  
Oct. 7, 2011  9.512  
Oct. 6, 2011  9.674  
Oct. 5, 2011  9.324  
Oct. 4, 2011  9.021  
Oct. 3, 2011  8.445  
Sept. 30, 2011  8.804  
Sept. 29, 2011  10.21  
Sept. 28, 2011  10.16  
Sept. 27, 2011  10.63  
Sept. 26, 2011  10.43  
Sept. 23, 2011  9.790  
Sept. 22, 2011  9.742  
Sept. 21, 2011  10.34  
Sept. 20, 2011  10.94  
Sept. 19, 2011  11.17  
Sept. 16, 2011  11.29  
Sept. 15, 2011  11.44  
Sept. 14, 2011  11.22  
Sept. 13, 2011  10.90  
Sept. 12, 2011  10.78  
Sept. 9, 2011  10.91  
Sept. 8, 2011  11.27  
Sept. 7, 2011  11.45  
Sept. 6, 2011  11.21  
Sept. 2, 2011  11.30  
Sept. 1, 2011  11.64  
Aug. 31, 2011  11.75  
Aug. 30, 2011  11.67  
Aug. 29, 2011  11.52  
Aug. 26, 2011  11.12  
Aug. 25, 2011  11.01  
Aug. 24, 2011  11.26  
Aug. 23, 2011  11.20  
Aug. 22, 2011  10.90  
Aug. 19, 2011  10.96  
Aug. 18, 2011  11.21  
Aug. 17, 2011  11.87  
Aug. 16, 2011  11.84  
Aug. 15, 2011  12.10  
Aug. 12, 2011  11.53  
Aug. 11, 2011  11.49  
Aug. 10, 2011  11.01  
Aug. 9, 2011  11.44  
Aug. 8, 2011  10.79  
Aug. 5, 2011  11.83  
Aug. 4, 2011  11.89  
Aug. 3, 2011  12.77  
Aug. 2, 2011  12.82  
Aug. 1, 2011  13.25  
July 29, 2011  13.30  
July 28, 2011  13.51  
July 27, 2011  13.74  
July 26, 2011  14.20  
July 25, 2011  14.55  
July 22, 2011  14.62  
July 21, 2011  14.64  
July 20, 2011  14.39  
July 19, 2011  14.49  
July 18, 2011  14.26  
July 15, 2011  14.27  
July 14, 2011  14.00  
July 13, 2011  13.95  
July 12, 2011  13.82  
July 11, 2011  13.79  
July 8, 2011  14.40  
July 7, 2011  14.58  
July 6, 2011  14.33  
July 5, 2011  14.46  
July 1, 2011  14.30  
June 30, 2011  14.10  
June 29, 2011  16.02  
June 28, 2011  15.72  
June 27, 2011  15.41  
June 24, 2011  15.33  
June 23, 2011  15.48  
June 22, 2011  15.72  
June 21, 2011  15.95  
June 20, 2011  15.81  
June 17, 2011  15.91  
June 16, 2011  16.01  
June 15, 2011  15.91  
June 14, 2011  16.32  
June 13, 2011  15.91  
June 10, 2011  16.10  
June 9, 2011  16.19  
June 8, 2011  15.96  
June 7, 2011  15.80  
June 6, 2011  15.87  
June 3, 2011  16.23  
June 2, 2011  16.16  
June 1, 2011  16.15  
May 31, 2011  16.79  
May 27, 2011  16.60  
May 26, 2011  16.35  
May 25, 2011  16.23  
May 24, 2011  15.96  
May 23, 2011  15.41  
May 20, 2011  15.63  
May 19, 2011  15.63  
May 18, 2011  15.91  
May 17, 2011  15.79  
May 16, 2011  15.73  
May 13, 2011  15.94  
May 12, 2011  16.05  
May 11, 2011  16.14  
May 10, 2011  16.66  
May 9, 2011  16.74  
May 6, 2011  16.57  
May 5, 2011  16.50  
May 4, 2011  16.96  
May 3, 2011  17.38  
May 2, 2011  18.02  
April 29, 2011  17.80  
April 28, 2011  16.37  
April 27, 2011  16.04  
April 26, 2011  16.03  
April 25, 2011  15.63  
April 21, 2011  15.65  
April 20, 2011  15.71  
April 19, 2011  15.37  
April 18, 2011  15.11  
April 15, 2011  15.38  
April 14, 2011  15.19  
April 13, 2011  15.09  
April 12, 2011  15.09  
April 11, 2011  15.64  
April 8, 2011  16.15  
April 7, 2011  15.75  
April 6, 2011  15.73  
April 5, 2011  16.00  
April 4, 2011  16.12  
April 1, 2011  16.24  
March 31, 2011  16.27  
March 30, 2011  17.87  
March 29, 2011  17.87  
March 28, 2011  17.37  
March 25, 2011  17.37  
March 24, 2011  17.19  
March 23, 2011  17.24  
March 22, 2011  17.25  
March 21, 2011  17.39  
March 18, 2011  16.93  
March 17, 2011  16.85  
March 16, 2011  16.52  
March 15, 2011  16.87  
March 14, 2011  17.05  
March 11, 2011  17.01  
March 10, 2011  16.78  
March 9, 2011  17.37  
March 8, 2011  17.38  
March 7, 2011  17.83  
March 4, 2011  17.76  
March 3, 2011  17.81  
March 2, 2011  17.36  
March 1, 2011  17.26  
Feb. 28, 2011  17.56  
Feb. 25, 2011  17.76  
Feb. 24, 2011  17.52  
Feb. 23, 2011  17.73  
Feb. 22, 2011  17.59  
Feb. 18, 2011  18.49  
Feb. 17, 2011  18.23  
Feb. 16, 2011  18.09  
Feb. 15, 2011  17.75  
Feb. 14, 2011  17.44  
Feb. 11, 2011  17.18  
Feb. 10, 2011  17.04  
Feb. 9, 2011  16.75  
Feb. 8, 2011  16.84  
Feb. 7, 2011  16.80  
Feb. 4, 2011  16.79  
Feb. 3, 2011  16.91  
Feb. 2, 2011  16.99  
Feb. 1, 2011  17.04  
Jan. 31, 2011  16.65  
Jan. 28, 2011  16.16  
Jan. 27, 2011  16.70  
Jan. 26, 2011  16.69  
Jan. 25, 2011  16.73  
Jan. 24, 2011  16.74  
Jan. 21, 2011  16.87  
Jan. 20, 2011  16.60  
Jan. 19, 2011  16.92  
Jan. 18, 2011  16.97  
Jan. 14, 2011  16.76  
Jan. 13, 2011  16.61  
Jan. 12, 2011  16.79  
Jan. 11, 2011  16.69  
Jan. 10, 2011  16.50  
Jan. 7, 2011  16.57  
Jan. 6, 2011  16.61  
Jan. 5, 2011  16.71  
Jan. 4, 2011  16.65  
Jan. 3, 2011  16.88  
Dec. 31, 2010  16.89  
Dec. 30, 2010  17.90  
Dec. 29, 2010  18.16  
Dec. 28, 2010  17.92  
Dec. 27, 2010  17.77  
Dec. 23, 2010  17.87  
Dec. 22, 2010  17.93  
Dec. 21, 2010  17.72  
Dec. 20, 2010  17.51  
Dec. 17, 2010  17.46  
Dec. 16, 2010  17.39  
Dec. 15, 2010  17.39  
Dec. 14, 2010  17.26  
Dec. 13, 2010  17.22  
Dec. 10, 2010  17.06  
Dec. 9, 2010  16.70  
Dec. 8, 2010  16.67  
Dec. 7, 2010  17.01  
Dec. 6, 2010  17.07  
Dec. 3, 2010  16.83  
Dec. 2, 2010  16.64  
Dec. 1, 2010  16.55  
Nov. 30, 2010  16.17  
Nov. 29, 2010  16.32  
Nov. 26, 2010  16.08  
Nov. 24, 2010  16.31  
Nov. 23, 2010  16.15  
Nov. 22, 2010  16.23  
Nov. 19, 2010  16.18  
Nov. 18, 2010  16.02  
Nov. 17, 2010  15.71  
Nov. 16, 2010  15.62  
Nov. 15, 2010  16.09  
Nov. 12, 2010  16.04  
Nov. 11, 2010  16.10  
Nov. 10, 2010  15.52  
Nov. 9, 2010  15.41  
Nov. 8, 2010  15.46  
Nov. 5, 2010  15.45  
Nov. 4, 2010  15.50  
Nov. 3, 2010  14.99  
Nov. 2, 2010  14.95  
Nov. 1, 2010  14.64  
Oct. 29, 2010  14.42  
Oct. 28, 2010  14.47  
Oct. 27, 2010  14.56  
Oct. 26, 2010  14.50  
Oct. 25, 2010  14.68  
Oct. 22, 2010  14.60  
Oct. 21, 2010  14.45  
Oct. 20, 2010  14.85  
Oct. 19, 2010  14.89  
Oct. 18, 2010  15.67  
Oct. 15, 2010  15.58  
Oct. 14, 2010  15.57  
Oct. 13, 2010  15.46  
Oct. 12, 2010  15.27  
Oct. 11, 2010  15.36  
Oct. 8, 2010  15.26  
Oct. 7, 2010  15.11  
Oct. 6, 2010  15.19  
Oct. 5, 2010  15.12  
Oct. 4, 2010  14.78  
Oct. 1, 2010  14.81  
Sept. 30, 2010  14.36  
Sept. 29, 2010  14.97  
Sept. 28, 2010  14.75  
Sept. 27, 2010  14.62  
Sept. 24, 2010  14.91  
Sept. 23, 2010  14.57  
Sept. 22, 2010  14.84  
Sept. 21, 2010  15.03  
Sept. 20, 2010  15.09  
Sept. 17, 2010  14.89  
Sept. 16, 2010  14.94  
Sept. 15, 2010  15.27  
Sept. 14, 2010  15.31  
Sept. 13, 2010  15.36  
Sept. 10, 2010  15.28  
Sept. 9, 2010  15.15  
Sept. 8, 2010  15.09  
Sept. 7, 2010  14.94  
Sept. 3, 2010  15.30  
Sept. 2, 2010  15.21  
Sept. 1, 2010  15.02  
Aug. 31, 2010  14.28  
Aug. 30, 2010  14.42  
Aug. 27, 2010  14.73  
Aug. 26, 2010  14.11  
Aug. 25, 2010  14.24  
Aug. 24, 2010  14.46  
Aug. 23, 2010  14.76  
Aug. 20, 2010  14.66  
Aug. 19, 2010  14.73  
Aug. 18, 2010  14.77  
Aug. 17, 2010  15.01  
Aug. 16, 2010  14.83  
Aug. 13, 2010  14.73  
Aug. 12, 2010  14.94  
Aug. 11, 2010  14.91  
Aug. 10, 2010  15.20  
Aug. 9, 2010  15.03  
Aug. 6, 2010  14.91  
Aug. 5, 2010  15.16  
Aug. 4, 2010  15.39  
Aug. 3, 2010  15.37  
Aug. 2, 2010  15.67  
July 30, 2010  15.22  
July 29, 2010  15.18  
July 28, 2010  15.41  
July 27, 2010  15.62  
July 26, 2010  16.20  
July 23, 2010  16.05  
July 22, 2010  16.04  
July 21, 2010  15.64  
July 20, 2010  15.81  
July 19, 2010  15.54  
July 16, 2010  15.51  
July 15, 2010  16.04  
July 14, 2010  16.03  
July 13, 2010  16.08  
July 12, 2010  15.81  
July 9, 2010  15.85  
July 8, 2010  15.81  
July 7, 2010  15.55  
July 6, 2010  15.04  
July 2, 2010  14.92  
July 1, 2010  14.99  
June 30, 2010  15.07  
June 29, 2010  16.96  
June 28, 2010  17.48  
June 25, 2010  17.66  
June 24, 2010  17.60  
June 23, 2010  18.11  
June 22, 2010  18.07  
June 21, 2010  18.54  
June 18, 2010  18.79  
June 17, 2010  18.71  
June 16, 2010  18.81  
June 15, 2010  18.74  
June 14, 2010  18.30  
June 11, 2010  18.37  
June 10, 2010  18.04  
June 9, 2010  17.28  
June 8, 2010  17.30  
June 7, 2010  17.01  
June 4, 2010  16.94  
June 3, 2010  17.91  
June 2, 2010  17.68  
June 1, 2010  17.30  
May 28, 2010  17.83  
May 27, 2010  17.81  
May 26, 2010  16.89  
May 25, 2010  17.05  
May 24, 2010  16.83  
May 21, 2010  17.16  
May 20, 2010  16.78  
May 19, 2010  17.18  
May 18, 2010  17.48  
May 17, 2010  17.40  
May 14, 2010  17.71  
May 13, 2010  18.02  
May 12, 2010  18.31  
May 11, 2010  17.94  
May 10, 2010  18.18  
May 7, 2010  17.42  
May 6, 2010  17.37  
May 5, 2010  17.91  
May 4, 2010  18.70  
May 3, 2010  19.44  
April 30, 2010  19.15  
April 29, 2010  18.63  
April 28, 2010  18.34  
April 27, 2010  18.22  
April 26, 2010  18.88  
April 23, 2010  18.90  
April 22, 2010  18.43  
April 21, 2010  18.55  
April 20, 2010  18.71  
April 19, 2010  18.30  
April 16, 2010  18.38  
April 15, 2010  18.68  
April 14, 2010  18.61  
April 13, 2010  18.51  
April 12, 2010  18.75  
April 9, 2010  18.70  
April 8, 2010  18.71  
April 7, 2010  18.64  
April 6, 2010  19.12  
April 5, 2010  19.10  
April 1, 2010  18.71  
March 31, 2010  18.26  
March 30, 2010  22.58  
March 29, 2010  22.54  
March 26, 2010  21.90  
March 25, 2010  21.84  
March 24, 2010  22.23  
March 23, 2010  22.33  
March 22, 2010  22.12  
March 19, 2010  22.13  
March 18, 2010  22.11  
March 17, 2010  22.30  
March 16, 2010  22.07  
March 15, 2010  21.72  
March 12, 2010  21.93  
March 11, 2010  21.93  
March 10, 2010  21.96  
March 9, 2010  21.83  
March 8, 2010  21.83  
March 5, 2010  21.96  
March 4, 2010  21.77  
March 3, 2010  21.71  
March 2, 2010  21.76  
March 1, 2010  21.64  
Feb. 26, 2010  21.40  
Feb. 25, 2010  21.18  
Feb. 24, 2010  21.32  
Feb. 23, 2010  21.17  
Feb. 22, 2010  21.44  
Feb. 19, 2010  21.84  
Feb. 18, 2010  21.70  
Feb. 17, 2010  21.69  
Feb. 16, 2010  21.75  
Feb. 12, 2010  21.38  
Feb. 11, 2010  21.56  
Feb. 10, 2010  21.00  
Feb. 9, 2010  20.88  
Feb. 8, 2010  20.44  
Feb. 5, 2010  20.55  
Feb. 4, 2010  20.48  
Feb. 3, 2010  21.47  
Feb. 2, 2010  21.64  
Feb. 1, 2010  21.39  
Jan. 29, 2010  20.99  
Jan. 28, 2010  20.77  
Jan. 27, 2010  20.48  
Jan. 26, 2010  20.54  
Jan. 25, 2010  20.81  
Jan. 22, 2010  20.39  
Jan. 21, 2010  20.37  
Jan. 20, 2010  20.96  
Jan. 19, 2010  21.26  
Jan. 15, 2010  21.15  
Jan. 14, 2010  21.50  
Jan. 13, 2010  21.34  
Jan. 12, 2010  21.48  
Jan. 11, 2010  22.23  
Jan. 8, 2010  22.43  
Jan. 7, 2010  22.20  
Jan. 6, 2010  22.37  
Jan. 5, 2010  22.11  
Jan. 4, 2010  22.27  
Dec. 31, 2009  21.80  
Dec. 30, 2009  26.51  
Dec. 29, 2009  26.43  
Dec. 28, 2009  26.56  
Dec. 24, 2009  26.55  
Dec. 23, 2009  26.54  
Dec. 22, 2009  26.21  
Dec. 21, 2009  25.97  
Dec. 18, 2009  25.75  
Dec. 17, 2009  25.21  
Dec. 16, 2009  25.37  
Dec. 15, 2009  25.39  
Dec. 14, 2009  24.92  
Dec. 11, 2009  24.46  
Dec. 10, 2009  24.77  
