Date,Open,High,Low,Close,Adj Close,PE Ratio,EV to EBIT,Operating_Earning_Yield,PEG Ratio,PS Ratio,Market Cap,Operating Yields,Price to book value,EV to revenues,Dividend_yield
5/6/2013,44.950001,44.950001,44.150002,44.59,37.489525,3.15,2.74,0.7,,4.327,82.38B,0.08,23.88,4.218,
5/7/2013,44.5,45,44.419998,44.91,37.758579,3.25,2.83,0.64,,4.342,81.08B,0.08,24.05,4.245,
5/8/2013,45.009998,45.049999,43.389999,43.490002,36.564693,2.83,2.46,0.92,,4.304,80.78B,0.08,23.29,4.124,
5/9/2013,43.34,44.450001,43.25,44.240002,37.195267,3.05,2.65,0.77,,4.463,80.57B,0.08,23.69,4.188,
5/10/2013,44.209999,45.009998,44.200001,45.009998,37.842655,13.28,12.85,0.01,,4.409,80.60B,0.08,24.11,4.253,
5/13/2013,44.790001,44.790001,44.169998,44.540001,37.447495,13.14,12.73,0.01,,4.418,80.87B,0.08,23.86,4.213,
5/14/2013,44.09,45.52,44.09,45.349998,38.128506,13.38,12.94,0.01,,4.427,80.87B,0.07,24.29,4.282,
5/15/2013,45.720001,46.93,45.48,46.029999,38.700222,13.58,13.12,0,,4.413,79.57B,0.07,24.65,4.341,
5/16/2013,46.060001,46.900002,46.009998,46.209999,38.851563,13.63,13.16,0,,4.47,81.95B,0.07,24.75,4.356,
5/17/2013,46.029999,47.34,45.849998,47.169998,39.658695,13.91,13.41,0,,4.454,82.13B,0.07,25.26,4.438,
5/20/2013,47.119999,47.139999,46.07,46.259998,38.893597,13.65,13.18,0,,4.475,82.67B,0.07,24.78,4.36,
5/21/2013,46.189999,46.959999,46.169998,46.540001,39.129017,13.73,13.25,0,,4.574,81.75B,0.07,24.93,4.384,
5/22/2013,46.459999,48,45.849998,46.759998,39.313976,13.79,13.3,0,,4.526,82.06B,0.07,25.04,4.403,
5/23/2013,46.119999,46.950001,46.02,46.59,39.171047,13.74,13.26,0,,4.503,82.21B,0.07,24.95,4.388,
5/24/2013,46.25,46.48,45.310001,45.439999,38.204174,13.4,12.96,0.01,,4.534,82.42B,0.07,24.34,4.29,
5/28/2013,45.889999,46.040001,44.700001,45.389999,38.16214,13.39,12.95,0.01,,4.561,81.91B,0.07,24.31,4.286,
5/29/2013,44.889999,45.18,43.790001,43.880001,36.892597,12.94,12.56,0.01,,4.564,81.73B,0.08,23.5,4.157,
5/30/2013,44.07,45.119999,44.07,44.549999,37.455898,13.14,12.73,0.01,,4.571,82.96B,0.08,23.86,4.214,
5/31/2013,44.27,44.689999,42.68,42.689999,35.892086,12.59,12.25,0,,4.568,84.75B,0.08,22.86,4.055,
6/3/2013,42.880001,43.580002,42.75,43.360001,36.455399,12.79,12.43,0.01,,4.593,84.77B,0.08,23.22,4.112,
6/4/2013,43.419998,44.470001,43.380001,43.630001,36.6824,12.87,12.5,0.01,,4.578,85.68B,0.08,23.37,4.136,
6/5/2013,43.490002,43.900002,42.689999,43.040001,36.186359,12.7,12.34,0,,4.596,85.32B,0.08,23.05,4.085,
6/6/2013,43.220001,43.57,42.650002,43.5,36.573105,12.83,12.46,0.01,,4.614,81.97B,0.08,23.3,4.124,
6/7/2013,43.720001,44.27,43.5,44,36.993481,12.98,12.59,0.01,,4.675,82.50B,0.08,23.57,4.167,
6/10/2013,44.330002,44.330002,43.220001,43.919998,36.92622,12.96,12.57,0.09,,4.658,82.20B,0.08,23.52,4.16,
6/11/2013,43.310001,44.049999,43.049999,43.59,36.648769,12.86,12.49,0.09,,4.552,82.45B,0.08,23.35,4.132,
6/12/2013,43.91,44,42.720001,42.77,35.959347,12.62,12.27,0.09,,4.562,81.37B,0.08,22.91,4.062,
6/13/2013,42.419998,43.200001,40.099998,43.150002,36.278843,12.73,12.37,0.09,,4.584,81.73B,0.08,23.11,4.094,
6/14/2013,42.98,43.5,42.5,43.209999,36.329281,12.75,12.39,0.09,,4.536,82.84B,0.08,23.14,4.1,
6/17/2013,43.400002,43.5,42.68,43.009998,36.161125,12.69,12.34,0.09,,4.579,84.81B,0.08,23.04,4.083,
6/18/2013,42.970001,43.560001,42.630001,43.540001,36.606724,12.84,12.47,0.09,,4.565,85.07B,0.08,23.32,4.128,
6/19/2013,43.560001,43.830002,43.009998,43.040001,36.186359,12.7,12.34,0.09,,4.59,83.00B,0.08,23.05,4.085,
6/20/2013,42.650002,42.779999,40.91,41.060001,34.521645,12.11,11.83,0.09,,4.279,75.86B,0.08,21.99,3.916,
6/21/2013,41.66,42.709999,41.200001,42.619999,35.833233,12.57,12.24,0.09,,4.151,74.34B,0.08,22.83,4.049,
6/24/2013,42.07,42.400002,41.32,41.889999,35.219467,12.36,12.05,0.09,,4.28,75.70B,0.08,22.44,3.987,
6/25/2013,42.150002,42.77,41.610001,42.630001,35.841648,12.58,12.24,0.09,,4.003,75.57B,0.08,22.83,4.05,
6/26/2013,43.099998,43.610001,43.029999,43.380001,36.472206,12.8,12.43,0.09,,3.928,76.69B,0.08,23.23,4.114,
6/27/2013,43.560001,43.98,42.740002,43.130001,36.262024,12.72,12.37,0.09,,3.959,78.20B,0.08,23.1,4.093,
6/28/2013,42.529999,42.970001,41.32,41.34,34.757061,12.19,11.91,0.09,,4.046,75.22B,0.08,22.14,3.94,
7/1/2013,41.400002,41.93,41.07,41.610001,34.984066,12.8,11.65,0,,4.068,76.17B,0.08,18.54,3.842,
7/2/2013,41.580002,42.57,41.580002,42.209999,35.488522,12.99,11.8,0,,4.104,75.82B,0.08,18.81,3.892,
7/3/2013,41.880001,42.310001,41.610001,42.23,35.505341,12.99,11.81,0,,4.179,76.14B,0.08,18.82,3.894,
7/5/2013,42.450001,42.830002,42.310001,42.720001,35.917305,13.14,11.93,0,,4.228,77.66B,0.08,19.04,3.936,
7/8/2013,42.900002,43.689999,42.82,43.68,36.724434,13.44,12.18,0.01,,4.239,78.71B,0.07,19.46,4.017,
7/9/2013,44,44.23,43.25,43.32,36.421768,13.33,12.09,0.01,,4.169,78.89B,0.08,19.3,3.986,
7/10/2013,43.360001,44.119999,43.360001,43.91,36.917812,13.51,12.24,0.09,,4.154,80.32B,0.07,19.57,4.036,
7/11/2013,43.939999,44.110001,43.330002,43.779999,37.1469,13.47,12.2,0.09,,4.3,79.98B,0.07,19.51,4.025,
7/12/2013,43.93,45.110001,43.799999,45.049999,38.224495,13.86,12.53,0.09,,4.343,80.59B,0.07,20.07,4.133,
7/15/2013,44.950001,44.970001,44.540001,44.619999,37.859642,13.73,12.42,0.09,,4.403,81.75B,0.07,19.88,4.096,
7/16/2013,44.540001,44.77,43.700001,43.810001,37.172359,13.48,12.21,0.09,,4.363,81.32B,0.07,19.52,4.028,
7/17/2013,43.970001,44.150002,43.740002,43.959999,37.299637,13.53,12.25,0.09,,4.327,82.38B,0.07,19.59,4.04,
7/18/2013,43.959999,44.560001,43.810001,44.32,37.605095,13.64,12.34,0.09,,4.342,81.08B,0.07,19.75,4.071,
7/19/2013,44.490002,44.91,44.119999,44.52,37.774792,13.7,12.39,0.09,,4.304,80.78B,0.07,19.84,4.088,
7/22/2013,44.299999,45.099998,43.799999,44.970001,38.156609,13.84,12.51,0.09,,4.463,80.57B,0.07,20.04,4.126,
7/23/2013,44.919998,45.09,44.23,44.310001,37.5966,13.63,12.34,0.09,,4.409,80.60B,0.07,19.74,4.07,
7/24/2013,44.279999,44.369999,43.389999,43.639999,37.028118,13.43,12.17,0.09,,4.418,80.87B,0.07,19.45,4.014,
7/25/2013,43.41,44.43,43.349998,44.240002,37.537212,13.61,12.32,0.09,,4.427,80.87B,0.07,19.71,4.064,
7/26/2013,45.009998,45.119999,44.169998,44.790001,38.00388,13.78,12.46,0.09,,4.413,79.57B,0.07,19.96,4.111,
7/29/2013,44.720001,45.450001,44.470001,45.060001,38.232979,13.86,12.53,0.09,,4.47,81.95B,0.07,20.08,4.134,
7/30/2013,45.080002,45.23,44.200001,44.700001,37.927517,13.75,12.44,0.09,,4.454,82.13B,0.07,19.92,4.103,
7/31/2013,44.84,45.91,44.810001,45.48,38.58934,13.99,12.64,0.09,,4.475,82.67B,0.07,20.27,4.169,
8/1/2013,45.139999,45.900002,45.040001,45.25,38.394192,13.92,12.58,0.01,,4.574,81.75B,0.07,20.16,4.15,
8/2/2013,45.110001,45.419998,44.810001,45.32,38.453587,13.94,12.6,0.01,,4.526,82.06B,0.07,20.19,4.156,
8/5/2013,45.049999,45.369999,44.48,44.709999,37.936001,13.76,12.44,0.01,,4.503,82.21B,0.07,19.92,4.104,
8/6/2013,44.419998,44.990002,44.419998,44.880001,38.080246,13.81,12.49,0.01,,4.534,82.42B,0.07,20,4.118,
8/7/2013,44.700001,44.860001,44.220001,44.57,37.817215,13.71,12.41,0.01,,4.561,81.91B,0.07,19.86,4.092,
8/8/2013,44.860001,45.18,44.610001,45.060001,38.232979,13.86,12.53,0.01,,4.564,81.73B,0.07,20.08,4.134,
8/9/2013,44.900002,45,44.470001,44.709999,37.936001,13.76,12.44,0.01,,4.571,82.96B,0.07,19.92,4.104,
8/12/2013,44.709999,45.200001,44.389999,45.040001,38.216,13.86,12.53,0.09,,4.568,84.75B,0.07,20.07,4.132,
8/13/2013,45.119999,45.18,44.68,44.93,38.122677,13.82,12.5,0.09,,4.593,84.77B,0.07,20.02,4.123,
8/14/2013,44.849998,45.23,44.450001,44.580002,37.825699,13.72,12.41,0.09,,4.578,85.68B,0.07,19.86,4.093,
8/15/2013,44.599998,44.619999,43.130001,43.209999,36.663269,13.3,12.06,0.09,,4.596,85.32B,0.08,19.25,3.977,
8/16/2013,42.939999,43.139999,42.419998,43,36.485081,13.23,12,0.09,,4.614,81.97B,0.08,19.16,3.959,
8/19/2013,43.009998,43.810001,42.950001,43.369999,36.799019,13.34,12.1,0.09,,4.675,82.50B,0.07,19.33,3.991,
8/20/2013,43.290001,43.48,42.849998,42.970001,36.459625,13.22,12,0.09,,4.658,82.20B,0.08,19.15,3.957,
8/21/2013,42.82,42.880001,42.25,42.310001,35.899624,13.02,11.83,0.09,,4.552,82.45B,0.08,18.85,3.901,
8/22/2013,42.400002,43.099998,42.290001,42.919998,36.417194,13.21,11.98,0.09,,4.562,81.37B,0.08,19.12,3.952,
8/23/2013,43.009998,43.5,42.849998,43.43,36.849937,13.36,12.12,0.09,,4.584,81.73B,0.07,19.35,3.996,
8/26/2013,43.43,43.740002,43.189999,43.450001,36.866905,13.37,12.12,0.09,,4.536,82.84B,0.07,19.36,3.997,
8/27/2013,43.02,43.09,42.599998,42.630001,36.171146,13.12,11.91,0.09,,4.579,84.81B,0.08,19,3.928,
8/28/2013,42.529999,42.810001,42.349998,42.560001,36.111755,13.1,11.89,0.09,,4.565,85.07B,0.08,18.96,3.922,
8/29/2013,42.32,43.09,42.259998,42.619999,36.162663,13.11,11.91,0.09,,4.59,83.00B,0.08,18.99,3.927,
8/30/2013,42.759998,43.029999,42.299999,42.610001,36.154171,13.11,11.9,0.09,,4.279,75.86B,0.08,18.99,3.926,
9/3/2013,43,43.279999,42.310001,42.59,36.137203,13.1,11.9,0.09,,4.151,74.34B,0.08,18.98,3.925,
9/4/2013,42.599998,43.139999,42.59,43.130001,36.595387,13.27,12.04,0.09,,4.28,75.70B,0.08,19.22,3.97,
9/5/2013,43.029999,43.66,43,43.509998,36.917812,13.39,12.14,0.09,,4.003,75.57B,0.07,19.39,4.002,
9/6/2013,43.529999,44.349998,42.889999,43.889999,37.240234,13.5,12.23,0.09,,3.928,76.69B,0.07,19.56,4.035,
9/9/2013,43.880001,44.439999,43.5,44.43,37.698429,13.67,12.37,0.09,,3.959,78.20B,0.07,19.8,4.08,
9/10/2013,44.580002,44.810001,44.099998,44.779999,37.995399,13.78,12.46,0.09,,4.046,75.22B,0.07,19.95,4.11,
9/11/2013,44.810001,44.970001,44.389999,44.950001,38.139641,13.83,12.51,0.09,,4.068,76.17B,0.07,20.03,4.124,
9/12/2013,44.84,44.950001,44.5,44.700001,37.927517,13.75,12.44,0.09,,4.104,75.82B,0.07,19.92,4.103,
9/13/2013,44.709999,44.889999,44.43,44.889999,38.08873,13.81,12.49,0.09,,4.179,76.14B,0.07,20,4.119,
9/16/2013,45.32,45.950001,45.189999,45.82,38.877827,14.1,12.73,0.08,,4.228,77.66B,0.07,20.42,4.198,
9/17/2013,45.919998,47.700001,45.860001,47.599998,40.388134,14.65,13.18,0.08,,4.239,78.71B,0.07,21.21,4.349,
9/18/2013,47.189999,48.419998,46.880001,47.919998,40.659653,14.74,13.27,0.08,,4.169,78.89B,0.07,21.35,4.376,
9/19/2013,48.209999,48.23,47.310001,47.400002,40.218441,14.58,13.13,0.08,,4.154,80.32B,0.07,21.12,4.332,
9/20/2013,47.439999,48,47.330002,47.84,40.591774,14.72,13.25,0.08,,4.3,79.98B,0.07,21.32,4.369,
9/23/2013,47.560001,47.560001,46.93,47.099998,39.963894,14.49,13.06,0.08,,4.343,80.59B,0.07,20.99,4.306,
9/24/2013,46.950001,46.950001,45.939999,45.98,39.01358,14.15,12.77,0.08,,4.403,81.75B,0.07,20.49,4.212,
9/25/2013,46.09,46.16,45.02,45.330002,38.462074,13.95,12.6,0.09,,4.363,81.32B,0.07,20.2,4.156,
9/26/2013,45.330002,45.619999,44.810001,45,38.182064,13.85,12.52,0.09,,4.327,82.38B,0.07,20.05,4.128,
9/27/2013,44.869999,44.900002,44.02,44.330002,37.613571,13.64,12.35,0.09,,4.342,81.08B,0.07,19.75,4.072,
9/30/2013,44.52,44.950001,44.029999,44.73,37.952972,15.75,12.89,0.08,,4.304,80.78B,0.06,19.89,4.044,
10/1/2013,44.810001,45.900002,44.810001,45.799999,38.860851,16.13,13.17,0,,4.463,80.57B,0.06,20.37,4.134,
10/2/2013,45.34,45.970001,45.119999,45.950001,38.988125,16.18,13.22,0,,4.409,80.60B,0.06,20.44,4.147,
10/3/2013,45.599998,46.34,45.099998,46.009998,39.039043,16.2,13.23,0,,4.418,80.87B,0.06,20.46,4.152,
10/4/2013,46.18,46.880001,46,46.799999,39.709347,16.48,13.44,0.01,,4.427,80.87B,0.06,20.81,4.218,
10/7/2013,46.119999,46.98,46.09,46.09,39.106926,16.23,13.25,0,,4.413,79.57B,0.06,20.5,4.159,
10/8/2013,46.290001,46.32,44.389999,44.52,37.774792,15.68,12.83,0,,4.47,81.95B,0.06,19.8,4.026,
10/9/2013,44.720001,45.310001,44.32,44.810001,38.020855,15.78,12.91,0,,4.454,82.13B,0.06,19.93,4.051,
10/10/2013,45.099998,45.68,44.509998,45.68,39.108143,16.08,13.14,0.08,,4.475,82.67B,0.06,20.32,4.124,
10/11/2013,45.700001,45.700001,44.959999,45.650002,39.082455,16.07,13.13,0.08,,4.574,81.75B,0.06,20.3,4.122,
10/14/2013,45.209999,46.450001,45.07,46.330002,39.664627,16.31,13.32,0.08,,4.526,82.06B,0.06,20.61,4.179,
10/15/2013,46.049999,46.380001,45.75,46.080002,39.450596,16.23,13.25,0.08,,4.503,82.21B,0.06,20.49,4.158,
10/16/2013,46.310001,47.27,46.200001,47.060001,40.289608,16.57,13.51,0.08,,4.534,82.42B,0.06,20.93,4.24,
10/17/2013,46.950001,48.32,46.950001,48.169998,41.239902,16.96,13.81,0.08,,4.561,81.91B,0.06,21.42,4.334,
10/18/2013,48.380001,48.950001,47.77,48.330002,41.376892,17.02,13.85,0.08,,4.564,81.73B,0.06,21.49,4.347,
10/21/2013,48.080002,48.549999,47.759998,48.349998,41.394009,17.02,13.86,0.08,,4.571,82.96B,0.06,21.5,4.349,
10/22/2013,48.389999,49.310001,48.110001,49,41.9505,17.25,14.03,0.08,,4.568,84.75B,0.06,21.79,4.404,
10/23/2013,48.759998,48.860001,48.279999,48.330002,41.376892,17.02,13.85,0.08,,4.593,84.77B,0.06,21.49,4.347,
10/24/2013,48.630001,48.98,47.740002,47.93,41.034439,16.88,13.75,0.08,,4.578,85.68B,0.06,21.32,4.314,
10/25/2013,49.099998,49.830002,48.560001,49.299999,42.207329,17.36,14.11,0.08,,4.596,85.32B,0.06,21.93,4.429,
10/28/2013,49.130001,49.970001,48.970001,49.419998,42.310074,17.4,14.15,0.08,,4.614,81.97B,0.06,21.98,4.439,
10/29/2013,49.48,50.200001,49.48,49.790001,42.626854,17.53,14.25,0.07,,4.675,82.50B,0.06,22.14,4.47,
10/30/2013,49.57,49.57,48.720001,48.799999,41.77927,17.18,13.98,0.08,,4.658,82.20B,0.06,21.7,4.387,
10/31/2013,48.68,49,48.439999,48.450001,41.479626,17.06,13.89,0.08,,4.552,82.45B,0.06,21.55,4.357,
11/1/2013,48.639999,49.330002,48.5,48.959999,41.916252,17.24,14.02,0.01,,4.562,81.37B,0.06,21.77,4.4,
11/4/2013,49.189999,49.189999,48,48.759998,41.745029,17.17,13.97,0.01,,4.584,81.73B,0.06,21.69,4.384,
11/5/2013,48.59,48.759998,48.029999,48.169998,41.239902,16.96,13.81,0.01,,4.536,82.84B,0.06,21.42,4.334,
11/6/2013,48.5,48.740002,48,48.049999,41.137173,16.92,13.78,0.01,,4.579,84.81B,0.06,21.37,4.324,
11/7/2013,48.169998,48.360001,47.18,47.240002,40.44371,16.63,13.56,0.01,,4.565,85.07B,0.06,21.01,4.256,
11/8/2013,47.130001,48.099998,46.830002,48.029999,41.120052,16.91,13.77,0.01,,4.59,83.00B,0.06,21.36,4.322,
11/11/2013,48.23,48.669998,48.189999,48.57,41.582359,17.1,13.92,0.08,,4.279,75.86B,0.06,21.6,4.368,
11/12/2013,48.450001,48.48,47.279999,47.48,40.649185,16.72,13.63,0.08,,4.151,74.34B,0.06,21.12,4.276,
11/13/2013,47.360001,47.93,47.290001,47.849998,40.965946,16.85,13.73,0.08,,4.28,75.70B,0.06,21.28,4.307,
11/14/2013,47.990002,48.470001,47.689999,48.040001,41.128609,16.92,13.78,0.08,,4.003,75.57B,0.06,21.37,4.323,
11/15/2013,48.029999,48.75,48,48.439999,41.471066,17.06,13.88,0.08,,3.928,76.69B,0.06,21.54,4.357,
11/18/2013,48.889999,49.959999,48.73,48.869999,41.839207,17.21,14,0.08,,3.959,78.20B,0.06,21.73,4.393,
11/19/2013,48.73,49,48.369999,48.459999,41.48819,17.06,13.89,0.08,,4.046,75.22B,0.06,21.55,4.358,
11/20/2013,48.419998,48.540001,47.830002,47.950001,41.051559,16.88,13.75,0.08,,4.068,76.17B,0.06,21.33,4.315,
11/21/2013,48.279999,48.669998,47.990002,48.57,41.582359,17.1,13.92,0.08,,4.104,75.82B,0.06,21.6,4.368,
11/22/2013,48.650002,49.139999,48.57,48.939999,41.899132,17.23,14.02,0.08,,4.179,76.14B,0.06,21.77,4.399,
11/25/2013,49,49.279999,48.32,48.41,41.445385,17.05,13.88,0.08,,4.228,77.66B,0.06,21.53,4.354,
11/26/2013,48.380001,49.18,48.310001,48.599998,41.608047,17.11,13.93,0.08,,4.239,78.71B,0.06,21.61,4.37,
11/27/2013,48.830002,48.950001,48.240002,48.25,41.308399,16.99,13.83,0.08,,4.169,78.89B,0.06,21.46,4.341,
11/29/2013,48.43,48.93,48.07,48.450001,41.479626,17.06,13.89,0.08,,4.154,80.32B,0.06,21.55,4.357,
12/2/2013,48.490002,48.68,48.02,48.389999,41.428257,17.04,13.87,0.01,,4.3,79.98B,0.06,21.52,4.352,
12/3/2013,49.130001,50.259998,48.970001,49.970001,42.780941,17.6,14.29,0,,4.343,80.59B,0.06,22.22,4.486,
12/4/2013,49.75,50.290001,49.299999,49.669998,42.524101,17.49,14.21,0,,4.403,81.75B,0.06,22.09,4.46,
12/5/2013,49.419998,50.07,49.049999,49.759998,42.601158,17.52,14.24,0,,4.363,81.32B,0.06,22.13,4.468,
12/6/2013,50.169998,51.5,50.049999,51.349998,43.962414,18.08,14.66,0,,4.327,82.38B,0.06,22.84,4.602,
12/9/2013,51.450001,51.810001,50.77,51.209999,43.842556,18.03,14.63,0,,4.342,81.08B,0.06,22.78,4.59,
12/10/2013,51.25,54.130001,50.720001,52.139999,44.638752,18.36,14.88,0.07,,4.304,80.78B,0.05,23.19,4.668,
12/11/2013,52.669998,53.25,52.02,52.669998,45.092503,18.55,15.02,0.07,,4.463,80.57B,0.05,23.42,4.713,
12/12/2013,52.560001,52.619999,51.799999,52.389999,44.852798,18.45,14.94,0.07,,4.409,80.60B,0.05,23.3,4.689,
12/13/2013,52.299999,52.599998,51.84,52.369999,44.835667,18.44,14.94,0.07,,4.418,80.87B,0.05,23.29,4.688,
12/16/2013,53.419998,54.779999,52.98,53.369999,45.691795,18.79,15.21,0.07,,4.427,80.87B,0.05,23.74,4.772,
12/17/2013,53.43,53.919998,53,53.630001,45.914398,18.88,15.28,0.07,,4.413,79.57B,0.05,23.85,4.794,
12/18/2013,52.779999,54.43,52.220001,54.32,46.505127,19.13,15.46,0.07,,4.47,81.95B,0.05,24.16,4.852,
12/19/2013,53.209999,53.209999,52.02,52.630001,45.058266,18.53,15.01,0.07,,4.454,82.13B,0.05,23.41,4.71,
12/20/2013,52.77,53.009998,52.290001,52.59,45.024014,18.52,15,0.07,,4.475,82.67B,0.05,23.39,4.706,
12/23/2013,52.73,52.939999,52.240002,52.580002,45.015453,18.51,15,0.07,,4.574,81.75B,0.05,23.38,4.705,
12/24/2013,52.779999,52.790001,52.279999,52.360001,44.827106,18.44,14.94,0.07,,4.526,82.06B,0.05,23.29,4.687,
12/26/2013,52.59,53.060001,52.34,52.990002,45.366467,18.66,15.11,0.07,,4.503,82.21B,0.05,23.57,4.74,
12/27/2013,52.919998,53.049999,52.380001,52.549999,44.989773,18.5,14.99,0.07,,4.534,82.42B,0.05,23.37,4.703,
12/30/2013,52.73,53.029999,52.599998,53.009998,45.383598,18.67,15.11,0.07,,4.561,81.91B,0.05,23.58,4.742,
12/31/2013,52.990002,53.060001,52.360001,52.810001,45.21236,20.63,15.74,0.07,,4.564,81.73B,0.05,18.66,4.718,
1/2/2014,52.119999,52.330002,51.52,51.98,44.501774,20.3,15.51,0.01,,4.571,82.96B,0.05,18.37,4.648,
1/3/2014,52.25,52.669998,51.970001,52.299999,44.775742,20.43,15.6,0.01,,4.568,84.75B,0.05,18.48,4.675,
1/6/2014,52.700001,52.700001,50.029999,50.389999,43.140522,19.68,15.06,0.01,,4.593,84.77B,0.05,17.81,4.514,
1/7/2014,50.84,51.209999,50.299999,50.490002,43.226139,19.72,15.09,0.01,,4.578,85.68B,0.05,17.84,4.522,
1/8/2014,50.630001,51.110001,50.240002,50.360001,43.114841,19.67,15.05,0,,4.596,85.32B,0.05,17.8,4.511,
1/9/2014,50.59,51.650002,49.869999,51.220001,43.851124,20.01,15.29,0.01,,4.614,81.97B,0.05,18.1,4.584,
1/10/2014,51.27,51.490002,50.759998,50.900002,43.577156,19.88,15.2,0.07,,4.675,82.50B,0.05,17.99,4.557,
1/13/2014,50.66,50.740002,49.639999,49.830002,42.999004,19.46,14.9,0.07,,4.658,82.20B,0.05,17.61,4.466,0.03
1/14/2014,49.939999,50.880001,49.630001,50.599998,43.663445,19.77,15.12,0.07,,4.552,82.45B,0.05,17.88,4.532,0.03
1/15/2014,50.650002,50.669998,50.07,50.110001,43.240616,19.57,14.98,0.07,,4.562,81.37B,0.05,17.71,4.49,0.03
1/16/2014,50.099998,50.619999,50.02,50.5,43.577152,19.73,15.09,0.07,,4.584,81.73B,0.05,17.85,4.523,0.03
1/17/2014,50.639999,50.66,50.009998,50.060001,43.197475,19.55,14.97,0.07,,4.536,82.84B,0.05,17.69,4.486,0.03
1/21/2014,50.259998,50.919998,49.91,50,43.145695,19.53,14.95,0.07,,4.579,84.81B,0.05,17.67,4.481,0.03
1/22/2014,49.98,50,48.619999,49.080002,42.351814,19.17,14.69,0.07,,4.565,85.07B,0.05,17.34,4.403,0.03
1/23/2014,48.740002,49.060001,48.389999,48.869999,42.170609,19.09,14.63,0.07,,4.59,83.00B,0.05,17.27,4.385,0.03
1/24/2014,48.419998,49.099998,47.77,47.790001,41.238651,18.67,14.33,0.07,,4.279,75.86B,0.05,16.89,4.294,0.03
1/27/2014,47.790001,47.830002,46.419998,46.830002,40.410255,18.29,14.06,0.08,,4.151,74.34B,0.05,16.55,4.213,0.03
1/28/2014,47.080002,48.470001,47.080002,47.689999,41.152367,18.63,14.3,0.07,,4.28,75.70B,0.05,16.85,4.286,0.03
1/29/2014,47.150002,47.84,46.98,47.610001,41.083328,18.6,14.28,0.07,,4.003,75.57B,0.05,16.82,4.279,0.03
1/30/2014,47.970001,48.880001,47.900002,48.310001,41.687366,18.87,14.47,0.07,,3.928,76.69B,0.05,17.07,4.338,0.03
1/31/2014,49.939999,50.549999,49.07,49.23,42.481255,19.23,14.74,0.07,,3.959,78.20B,0.05,17.41,4.419,0.03
2/3/2014,49.400002,49.490002,47.060001,47.349998,40.858974,18.5,14.21,0,,4.046,75.22B,0.05,16.74,4.26,0.03
2/4/2014,47.18,47.970001,46.950001,47.950001,41.37672,18.73,14.38,0,,4.068,76.17B,0.05,16.96,4.311,0.03
2/5/2014,47.759998,48.07,47.16,47.73,41.186874,18.64,14.32,0,,4.104,75.82B,0.05,16.88,4.292,0.03
2/6/2014,47.889999,48.18,47.450001,47.93,41.359467,18.72,14.38,0,,4.179,76.14B,0.05,16.95,4.309,0.03
2/7/2014,48,49.029999,47.66,48.889999,42.187859,19.1,14.65,0,,4.228,77.66B,0.05,17.29,4.39,0.03
2/10/2014,48.75,50.189999,48.720001,49.549999,42.757385,19.36,14.83,0.07,,4.239,78.71B,0.05,17.52,4.446,0.03
2/11/2014,49.41,49.970001,49.040001,49.66,42.852306,19.4,14.86,0.07,,4.169,78.89B,0.05,17.56,4.455,0.03
2/12/2014,49.630001,50.93,49.59,50.560001,43.628929,19.75,15.12,0.07,,4.154,80.32B,0.05,17.88,4.531,0.03
2/13/2014,50.299999,50.52,49.880001,50.349998,43.447712,19.67,15.06,0.07,,4.3,79.98B,0.05,17.81,4.514,0.03
2/14/2014,50.560001,50.91,50.169998,50.73,43.775623,19.82,15.17,0.07,,4.343,80.59B,0.05,17.94,4.546,0.03
2/18/2014,50.639999,51.560001,50.560001,51.459999,44.405552,20.1,15.37,0.07,,4.403,81.75B,0.05,18.2,4.607,0.03
2/19/2014,51.169998,51.860001,50.639999,51.189999,44.172558,20,15.3,0.07,,4.363,81.32B,0.05,18.1,4.585,0.03
2/20/2014,51.189999,52.110001,50.73,51.860001,44.750713,20.26,15.48,0.07,,4.327,82.38B,0.05,18.34,4.641,0.03
2/21/2014,51.82,51.970001,51.009998,51.040001,44.043133,19.94,15.25,0.07,,4.342,81.08B,0.05,18.05,4.572,0.03
2/24/2014,51.009998,51.560001,50.830002,50.849998,43.879177,19.86,15.2,0.07,,4.304,80.78B,0.05,17.98,4.556,0.03
2/25/2014,50.93,51.130001,50.5,50.720001,43.766994,19.81,15.16,0.07,,4.463,80.57B,0.05,17.94,4.545,0.03
2/26/2014,49.950001,50.970001,49.93,50.740002,43.784252,19.82,15.17,0.07,,4.409,80.60B,0.05,17.94,4.546,0.03
2/27/2014,50.599998,50.919998,50.470001,50.91,43.93095,19.89,15.22,0.07,,4.418,80.87B,0.05,18,4.561,0.03
2/28/2014,50.84,51.959999,50.509998,50.91,43.93095,19.89,15.22,0.07,,4.427,80.87B,0.05,18,4.561,0.03
3/3/2014,50.34,50.860001,49.790001,50.09,43.223362,19.57,14.99,0.07,,4.413,79.57B,0.05,17.71,4.492,0.03
3/4/2014,50.73,51.73,50.529999,51.59,44.517731,20.15,15.41,0.07,,4.47,81.95B,0.05,18.24,4.618,0.03
3/5/2014,51.68,52.119999,51.299999,51.700001,44.612652,20.2,15.44,0.07,,4.454,82.13B,0.05,18.28,4.628,0.03
3/6/2014,52.040001,52.77,51.970001,52.040001,44.906048,20.33,15.54,0.07,,4.475,82.67B,0.05,18.4,4.656,0.03
